text,vader_score,textblob_score,roberta_score,bert_score,cnn_score,lstm_score,svm_score,hybrid_score,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,hybrid_sentiment,noun_count,verb_count
Had several budget or so called mid range phones. Ive had the best luck with motos. But wanted something different and wanted the bug screen. Decided to take a chance. Ive been blow away. Battery insane. Fast charging boom!  Speakers are super loud. So far anything I've thrown it this phone it's handled with ease.  It worth noting the 108mp camera was not on by default. Turned that on and honestly it take pretty good pictures. Videos are good too. 5g on this thing Flys like s space shuttle. Running it cricket net work (att) zero issues.  Very very impressed with this phone.  The 120 refresh scolling is lag free. And I'm digging the oxygen os system. It's a nice spin on andriod.  Would definitely recommend this. It's a Big screen almost 6.8  with a knock off otter box case it 6.9 all day long.  Very very pleased with my first one plus,0.9953,0.26884057971014497,0.02680321503430605,0.033541105687618256,0.2929069995880127,0.6369659900665283,0.8333436653235277,0.4411002222014483,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,55,22
"I tried the pixel & figured I should go back to the one plus. Mine was 4 years old so I was excited to give the newest a shot. It freaking LAGS like no other. God forbid trying to open the camera, especially on a social media app. Fig. Contemplating heavily, returning it. Plus it's freaking huge. The cameras are huge in worried about setting my phone down anywhere & the quality of all 9 cameras is crap. Unimpressed to say the least.",-0.8705,-0.004282407407407318,-0.8030447065830231,-0.6385587751865387,0.449326753616333,0.7198314666748047,0.6650744158974669,-0.06887903614119491,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Neutral,19,19
"I wanted to love this phone.  Really, I did.  But, I don't.  The screen size is good both when closed (like a regular phone) and when open (like a small tablet).  But, the operating software itself is, to put it nicely, very buggy and I personally find the larger screen of limited use.  There just isn't enough software optimized for it to make it valuable.  That said, the stuff that is designed for it is really quite nice.Unfortunately, the camera ""bump"" is more like a mountain and is extremely obtrusive.  Like, really, really huge.  And what in the absolute **** is up with a phone in 2024 that does not have wireless charging built in???  Yes, the high-speed wired charging is great.  But not being able to simply top-up with your car's wireless charger or missing the convenience of just dropping it on a Qi charger when going to bed is absurd.  Absolutely no excuse for omitting it.Overall, a cool idea but not ready for prime time in my opinion.  I'll be going back to a Samsung flagship soon.",0.9891,0.12417582417582418,-0.14398300647735596,0.4042227268218994,0.4384579658508301,0.335385799407959,0.7549681525949005,0.4146182089105796,Positive,Positive,Negative,Positive,Negative,Negative,Positive,Positive,42,36
"I had to change the telecom operator from metro by T-Mobile to at&t. The description stated that the phone was completely unblocked. It's very uncomfortable, plus it costs money. The phone itself is just amazing, especially after my Samsung a 32.",0.228,0.012499999999999956,0.1364482045173645,-0.13475540280342102,0.46839869022369385,0.7384660243988037,0.5663267953427379,0.287912044525597,Positive,Positive,Positive,Negative,Neutral,Positive,Positive,Positive,8,10
"Hi. I just set up my phone and it is good for the price. However, I did not receive thw case that was stated in what's in the box section in the description. That is why I am giving 3 stars.",0.6486,0.7,0.21706578135490417,0.041010912507772446,0.5167158842086792,0.7382999658584595,0.796723814080006,0.5226309082871173,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,11,9
"a thin persistent green line appeared on the screen only after 10 month of use, I haven't dropped it, wet it, neither the screen or cellphone have any damage at all, yet this green line appeared out of nowhere, one moment I was using whatsapp placed the cellphone over my desk and when I picked it up the green line was there,  it's a manufacturing defect, shame on oneplus, I'd never buy another product from this brand ever again.",-0.8271,-0.18333333333333335,-0.6926487535238266,-0.7309881076216698,0.4038112163543701,0.6748989820480347,-0.4363863422078199,-0.25596376261203496,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,22,11
"Dont buy one mine broke in two months one plus has had it for 4 weeks thay cant get parts,ask them to send me new one, big no from support team.waste of money.",-0.7398,0.06818181818181812,-0.8579196780920029,-0.7712399289011955,0.3946542739868164,0.7386196851730347,-0.41641484039015053,-0.22627409572023988,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,11,6
Though this new iteration of the OnePlus phone says it charges wirelessly it is very fickle in it's charging capability. And the battery does not last as long as the OnePlus 7 that I had. Haven't had it long enough to appreciate the Hasselblad camera,0.1531,0.039393939393939315,-0.3228428363800049,0.3363010585308075,0.5242694616317749,0.7384991645812988,0.7804328583482657,0.3213076637294402,Positive,Positive,Negative,Positive,Neutral,Positive,Positive,Positive,9,8
"The quick charge is awesome, especially considering that it's a 4,500 millith amp hour battery! Fastest change I've ever seen..... I've got TMobile, and the 5G speed is good. Not as quick as I was expecting, like not jaw-dropping, but really good, and it's more consistent than 4G LTE. Easy to transfer data from my Google pixel to the 9 5G. Sensitivity of the phone is good, haven't taken too many pictures, but I took a few from outside that look nice. Surprised that even with multiple apps open, watching stocks on Webull and Robinhood, the phone doesn't get hot. That's indoor use though, if I was using it outside in the heat that might change. Altogether though, this phone's a definite recommend from me. Comes with a kind of cheap prefit screen protector that gets surface scratched pretty easily, but that's probably my only negative point.",0.9846,0.2916666666666665,0.026974117383360863,0.002130034612491727,0.39954495429992676,0.5187345743179321,0.9374120193811868,0.4515803380945092,Positive,Positive,Positive,Positive,Negative,Neutral,Positive,Positive,40,23
Purchased this as a gift for my techie 17yr old. He really enjoys the features of this phone. It's great for school. It's pen capable and you can find the Oppo pen online (OP hasn't offered one to date). A nice hack for note taking. There's been some glitches here and there that should be worked out with updates. All in all it's an awesome phone if you are looking at alternatives. I believe the OnePlus Open has set the standard for this type of phone. Nicely done.,0.9719,0.38888888888888884,0.011535298312082887,0.004579014610499144,0.37156903743743896,0.6952009201049805,0.7713035854012592,0.4592823921078785,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,27,15
"Bought the phone because of OnePlus reputation for phones with almost native Android, the warp charger and wireless charging. But it did not charge wirelessly despite the claim on the Amazon listing It's confusing since OnePlus makes this phone with and without wireless charging depending on the market and the US is one with wireless charging.The model with wireless charging is LE2115 which is displayed when you go into the phone settings. But the stickers on the outside said LE2110 which the model without wireless charging. It's almost like somebody flashed the LE2115 ROM on a LE2110 phone except the phone came in what looked like genuine OnePlus retail packing with stickers, screen protector and case.Because the phone charges so quickly and not sure if another would be the same decided to keep the phone but Amazon gave me a $120 credit for the incorrect information on the listing.",0.7284,0.030555555555555447,0.15218189358711243,-0.037419289350509644,0.2880120277404785,0.3916802406311035,-0.07545097397837358,0.2111370648836238,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Positive,47,21
"Decent price, seems to have decent battery life but I don't use that one as much as the OnePlus 12, it's more of a backup phone with a different carrier in case my regular carrier goes down",0.0,0.1253968253968254,0.23286445066332817,0.06193250231444836,0.4854414463043213,0.7385778427124023,0.8609785148631599,0.3578845117506408,Neutral,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,11,5
"I was vacillating between purchasing a used Samsung or Google phone but came upon this OnePlus Nord N30 5G. I purchased 4 month old phone on a Amazon special for $237.00 and am absolutely thrilled with it! The price point for used phones all came with refurbished batteries and the reviews came mixed. The 5000mh on the OnePlus is one of the highlights of the phone. I do not game on my phone or use it for photos/video's. The photo's are okay, but the video is only 1080p. However, if you want the android experience with a cheap price, you cannot go wrong. The OxygenOS is close to vanilla and you are able to either uninstall or disable any of the OnePlus apps which is a huge plus.Another nice feature is the fingerprint sensor, it is quite responsive and located on the side of the phone, which is much more convenient than under the screen. It makes you realize how expensive it is for all the bells and whistles that come with the major players like Samsung and Android. The only thing I don't like is just one update eligibly for the Android OS. But, for $237, I'll look past it. I connected a Samsung Galaxy watch so I can enjoy the Samsung Pay without the Samsung pricey phone. Highly recommend for the budget consumer!",0.9889,0.19577067669172932,0.038586934097111225,0.05984514765441418,0.43107330799102783,0.4678056240081787,0.8247496893469912,0.4295330542556361,Positive,Positive,Positive,Positive,Negative,Neutral,Positive,Positive,63,37
The phone had trouble turning off. Contacted Amazon tech support which walked me through the reset process. Phone worked fine after the reset. Later found some fine scratches on the screen and initiate a return. Was pass around four times before getting a rep telling me to return for refund. I asked for a replacement and they flatly said no that its not possible. The phone is still available for sale just not for me. Think twice before buying a cellphone from Amazon. Very disappointing as it was a suppose to be a gift.,0.2975,0.028541666666666687,-0.6072554141283035,-0.26988109946250916,0.2696375846862793,0.30226778984069824,-0.30670782116706286,-0.0408424705091759,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,28,16
I really liked the phone. Once the update to Android 14 finished it no longer rang loud enough. Could not get it fixed through OnePlus support so returned to using my Nord 10 and returned back to Amazon,0.6478,0.15999999999999992,0.1492759734392166,-0.05910000205039978,0.45615124702453613,0.7384703159332275,0.1381179962222383,0.31867364722411695,Positive,Positive,Positive,Negative,Neutral,Positive,Positive,Positive,8,9
